id,kandidat,kommun,kryssandel,lista,namn,nr,parti,personkryss,valkrets,valsedelnummer
248807,,Trollhättan,1.78,personval,Dana Blomster,6,KD,11,Trollhättan Norra,
493101,,Trollhättan,1.62,personval,Rode Samuelsson,7,KD,10,Trollhättan Norra,
493099,,Trollhättan,0.81,personval,Egil Aasgaard,8,KD,5,Trollhättan Norra,
249189,,Trollhättan,0.65,personval,Margaretha Jansson,9,KD,4,Trollhättan Norra,
493098,,Trollhättan,0.32,personval,Dalida Naim,10,KD,2,Trollhättan Norra,
249192,,Trollhättan,0.16,personval,Håkan Deleskog,11,KD,1,Trollhättan Norra,
493097,,Trollhättan,0.16,personval,[Inte lämnat samtycke],11,KD,1,Trollhättan Norra,
101161,,Trollhättan,5.54,personval,Paul Åkerlund,1,S,392,Trollhättan Norra,
101171,,Trollhättan,4.82,personval,Gert-Inge Andersson,2,S,341,Trollhättan Norra,
101162,,Trollhättan,4.72,personval,Monica Hanson,3,S,334,Trollhättan Norra,
101163,,Trollhättan,1.79,personval,Mats Wiking,4,S,127,Trollhättan Norra,
101164,,Trollhättan,1.55,personval,Sofia Andersson,5,S,110,Trollhättan Norra,
101167,,Trollhättan,1.24,personval,Mussa Selim,6,S,88,Trollhättan Norra,
101179,,Trollhättan,0.96,personval,Robin Mashallah,7,S,68,Trollhättan Norra,
101169,,Trollhättan,0.52,personval,Mikael Sundström,8,S,37,Trollhättan Norra,
101175,,Trollhättan,0.42,personval,Jonas Nilsson,9,S,30,Trollhättan Norra,
101173,,Trollhättan,0.41,personval,Tony Georgiou,10,S,29,Trollhättan Norra,
101165,,Trollhättan,0.38,personval,Bengt Karlsson,11,S,27,Trollhättan Norra,
101172,,Trollhättan,0.31,personval,Malin Johansson,12,S,22,Trollhättan Norra,
101181,,Trollhättan,0.3,personval,Peter Johnsson,13,S,21,Trollhättan Norra,
101178,,Trollhättan,0.28,personval,Lisa Thornadtsson,14,S,20,Trollhättan Norra,
101190,,Trollhättan,0.27,personval,Lillewi Forsberg,15,S,19,Trollhättan Norra,
101177,,Trollhättan,0.25,personval,Andreas Parkås,16,S,18,Trollhättan Norra,
101180,,Trollhättan,0.25,personval,Jennie Olsson-Örn,16,S,18,Trollhättan Norra,
101170,,Trollhättan,0.24,personval,Carina Lorentzon,18,S,17,Trollhättan Norra,
101189,,Trollhättan,0.21,personval,Alexander Myllyharju,19,S,15,Trollhättan Norra,
101215,,Trollhättan,0.21,personval,Said Osman,19,S,15,Trollhättan Norra,
101191,,Trollhättan,0.17,personval,Moez Dharsani,21,S,12,Trollhättan Norra,
101182,,Trollhättan,0.16,personval,Maud Bengtsson,22,S,11,Trollhättan Norra,
101176,,Trollhättan,0.14,personval,Patricia Valeria,23,S,10,Trollhättan Norra,
101184,,Trollhättan,0.13,personval,Annelie Fredriksson,24,S,9,Trollhättan Norra,
101188,,Trollhättan,0.13,personval,Hilkka Andersson,24,S,9,Trollhättan Norra,
101174,,Trollhättan,0.13,personval,Nina Ljungqvist,24,S,9,Trollhättan Norra,
101219,,Trollhättan,0.13,personval,Robert Ottosson,24,S,9,Trollhättan Norra,
101207,,Trollhättan,0.13,personval,Stefan Björkenstam,24,S,9,Trollhättan Norra,
101183,,Trollhättan,0.13,personval,Tallat Abdel Mallak,24,S,9,Trollhättan Norra,
101187,,Trollhättan,0.11,personval,Sven-Åke Möll,30,S,8,Trollhättan Norra,
101226,,Trollhättan,0.11,personval,Victoria Berg,30,S,8,Trollhättan Norra,
101166,,Trollhättan,0.1,personval,Ann-Christin Holgersson,32,S,7,Trollhättan Norra,
101206,,Trollhättan,0.1,personval,Rezarta Hoxhaj,32,S,7,Trollhättan Norra,
101192,,Trollhättan,0.08,personval,Agnetha Andersson,34,S,6,Trollhättan Norra,
101185,,Trollhättan,0.08,personval,Lars-Gunnar Andersson,34,S,6,Trollhättan Norra,
101195,,Trollhättan,0.08,personval,Peter Andersson,34,S,6,Trollhättan Norra,
101232,,Trollhättan,0.07,personval,Erika Kesse Wiking,37,S,5,Trollhättan Norra,
101168,,Trollhättan,0.07,personval,Margreth Johnsson,37,S,5,Trollhättan Norra,
101196,,Trollhättan,0.07,personval,Sabina Dharsani,37,S,5,Trollhättan Norra,
101209,,Trollhättan,0.06,personval,Abdiqafar A Ereg,40,S,4,Trollhättan Norra,
101198,,Trollhättan,0.06,personval,Pia Östh Gustavsson,40,S,4,Trollhättan Norra,
101193,,Trollhättan,0.04,personval,Anders Rapp,42,S,3,Trollhättan Norra,
101227,,Trollhättan,0.04,personval,Andreas Lundh,42,S,3,Trollhättan Norra,
101217,,Trollhättan,0.04,personval,Henrik Carlsson,42,S,3,Trollhättan Norra,
101201,,Trollhättan,0.04,personval,Mohamed Muqtaar Mohamoud,42,S,3,Trollhättan Norra,
101214,,Trollhättan,0.04,personval,Samira Hassan,42,S,3,Trollhättan Norra,
101197,,Trollhättan,0.04,personval,Stenåke Kjell,42,S,3,Trollhättan Norra,
101216,,Trollhättan,0.03,personval,Carina Bergman,48,S,2,Trollhättan Norra,
101203,,Trollhättan,0.03,personval,Daniel Hilmér,48,S,2,Trollhättan Norra,
101213,,Trollhättan,0.03,personval,Jan Ove Berntson,48,S,2,Trollhättan Norra,
101204,,Trollhättan,0.03,personval,Jeanette Sundström,48,S,2,Trollhättan Norra,
101223,,Trollhättan,0.03,personval,Kjell Andersson,48,S,2,Trollhättan Norra,
101225,,Trollhättan,0.03,personval,Simon Cicek,48,S,2,Trollhättan Norra,
101220,,Trollhättan,0.01,personval,Agneta Stroh,54,S,1,Trollhättan Norra,
101210,,Trollhättan,0.01,personval,Aina Andersson,54,S,1,Trollhättan Norra,
101229,,Trollhättan,0.01,personval,Börje Kvist,54,S,1,Trollhättan Norra,
101186,,Trollhättan,0.01,personval,Jolanta Walkow,54,S,1,Trollhättan Norra,
101194,,Trollhättan,0.01,personval,Malin Stål,54,S,1,Trollhättan Norra,
101228,,Trollhättan,0.01,personval,Rose-Marie Eriksson,54,S,1,Trollhättan Norra,
101200,,Trollhättan,0.01,personval,Solveig Ullholm,54,S,1,Trollhättan Norra,
101218,,Trollhättan,0.01,personval,Venke Ludviksen,54,S,1,Trollhättan Norra,
234433,,Trollhättan,4.91,personval,Fahimeh Nordborg,1,V,62,Trollhättan Norra,
313305,,Trollhättan,4.83,personval,Mattias Foldemark,2,V,61,Trollhättan Norra,
234444,,Trollhättan,4.36,personval,Lina Fryk Granat,3,V,55,Trollhättan Norra,
234441,,Trollhättan,2.38,personval,Tobias Egerzon,4,V,30,Trollhättan Norra,
313321,,Trollhättan,2.06,personval,Hanna Nyberg,5,V,26,Trollhättan Norra,
313309,,Trollhättan,1.82,personval,Tobias Hval,6,V,23,Trollhättan Norra,
313322,,Trollhättan,1.74,personval,Christer Bohm,7,V,22,Trollhättan Norra,
234427,,Trollhättan,1.58,personval,Tobias Sandberg,8,V,20,Trollhättan Norra,
313318,,Trollhättan,1.27,personval,Mikael Foldemark,9,V,16,Trollhättan Norra,
313324,,Trollhättan,1.11,personval,Elena Miyawaki,10,V,14,Trollhättan Norra,
235210,,Trollhättan,0.95,personval,Salima Daidan,11,V,12,Trollhättan Norra,
234437,,Trollhättan,0.71,personval,Anna Foldemark,12,V,9,Trollhättan Norra,
313316,,Trollhättan,0.55,personval,Bengt Johansen,13,V,7,Trollhättan Norra,
313327,,Trollhättan,0.55,personval,Mattias Lundström,13,V,7,Trollhättan Norra,
313323,,Trollhättan,0.48,personval,Elin Granat,15,V,6,Trollhättan Norra,
313319,,Trollhättan,0.48,personval,Kokab Faris,15,V,6,Trollhättan Norra,
313326,,Trollhättan,0.4,personval,Linda Hjalmarsson Berggren,17,V,5,Trollhättan Norra,
313320,,Trollhättan,0.32,personval,Karl-Gustav Elf,18,V,4,Trollhättan Norra,
313325,,Trollhättan,0.32,personval,Omar Mahmoud,18,V,4,Trollhättan Norra,
313315,,Trollhättan,0.24,personval,Viveca Lundahl,20,V,3,Trollhättan Norra,
313314,,Trollhättan,0.16,personval,Kent Hörnlund,21,V,2,Trollhättan Norra,
313317,,Trollhättan,0.16,personval,Maiwor Grundh,21,V,2,Trollhättan Norra,
313311,,Trollhättan,0.08,personval,Eva Sandberg,23,V,1,Trollhättan Norra,
77486,,Trollhättan,9.15,personval,Esther O'Hara,1,MP,78,Trollhättan Norra,
77497,,Trollhättan,5.52,personval,Peter Rådberg,2,MP,47,Trollhättan Norra,
77498,,Trollhättan,2.23,personval,Hani Mahamoud,3,MP,19,Trollhättan Norra,
77489,,Trollhättan,2.11,personval,Leon Viking,4,MP,18,Trollhättan Norra,
77488,,Trollhättan,1.76,personval,Camilla Andersson,5,MP,15,Trollhättan Norra,
77487,,Trollhättan,1.76,personval,Jens Jönsson,5,MP,15,Trollhättan Norra,
77494,,Trollhättan,1.29,personval,Tina Ivarsson,7,MP,11,Trollhättan Norra,
77490,,Trollhättan,1.06,personval,Ikram Mahamood,8,MP,9,Trollhättan Norra,
77491,,Trollhättan,0.7,personval,Ali Yüksel Gül,9,MP,6,Trollhättan Norra,
77493,,Trollhättan,0.7,personval,Duran O'Hara,9,MP,6,Trollhättan Norra,
77492,,Trollhättan,0.59,personval,Mohamed Horchani Lamjed,11,MP,5,Trollhättan Norra,
77496,,Trollhättan,0.35,personval,Peter Broqvist,12,MP,3,Trollhättan Norra,
68438,,Trollhättan,7.72,personval,Lasse Henriksen,1,SD,175,Trollhättan Norra,
68442,,Trollhättan,2.87,personval,Mari Bergh,2,SD,65,Trollhättan Norra,
68443,,Trollhättan,2.29,personval,Ingela Lundberg,3,SD,52,Trollhättan Norra,
68451,,Trollhättan,2.07,personval,Anneli Borgelid,4,SD,47,Trollhättan Norra,
68446,,Trollhättan,1.81,personval,Jarno Vallius,5,SD,41,Trollhättan Norra,
68447,,Trollhättan,1.59,personval,Paul Öhman,6,SD,36,Trollhättan Norra,
68441,,Trollhättan,1.54,personval,Erland Larsson,7,SD,35,Trollhättan Norra,
68445,,Trollhättan,1.54,personval,Monica Tenberg,7,SD,35,Trollhättan Norra,
68449,,Trollhättan,1.1,personval,Magnus Martinsson,9,SD,25,Trollhättan Norra,
68440,,Trollhättan,1.1,personval,Thor Sjöberg,9,SD,25,Trollhättan Norra,
68448,,Trollhättan,0.71,personval,Leo Stridh,11,SD,16,Trollhättan Norra,
68439,,Trollhättan,0.53,personval,Sonny Larsson,12,SD,12,Trollhättan Norra,
68444,,Trollhättan,0.09,personval,Bert-Ove Bonta,13,SD,2,Trollhättan Norra,
68450,,Trollhättan,0.04,personval,Maj-Lis Stridh,14,SD,1,Trollhättan Norra,
2922,,Trollhättan,23.12,personval,Dan-Axel Möllengård,1,ThnF,138,Trollhättan Norra,
2823,,Trollhättan,3.35,personval,Maj-Britt Elmvik,2,ThnF,20,Trollhättan Norra,
2921,,Trollhättan,1.34,personval,Britt Hallgren,3,ThnF,8,Trollhättan Norra,
3900,,Trollhättan,1.17,personval,Hanna Tolge,4,ThnF,7,Trollhättan Norra,
3879,,Trollhättan,1.01,personval,Björn Skagerstam,5,ThnF,6,Trollhättan Norra,
3887,,Trollhättan,0.84,personval,Annika Hallberg,6,ThnF,5,Trollhättan Norra,
3919,,Trollhättan,0.84,personval,Monica Hellborg,6,ThnF,5,Trollhättan Norra,
14979,,Trollhättan,0.67,personval,Michael Öhlund,8,ThnF,4,Trollhättan Norra,
3881,,Trollhättan,0.5,personval,Björn-Inge Lindblad,9,ThnF,3,Trollhättan Norra,
14975,,Trollhättan,0.5,personval,Conny Ljungsfors,9,ThnF,3,Trollhättan Norra,
4097,,Trollhättan,0.34,personval,Kerstin Stråhlesköld,11,ThnF,2,Trollhättan Norra,
3921,,Trollhättan,0.34,personval,Olof Hellborg,11,ThnF,2,Trollhättan Norra,
28040,,Trollhättan,0.34,personval,Patrik Sandberg,11,ThnF,2,Trollhättan Norra,
3920,,Trollhättan,0.34,personval,Pål Höglund,11,ThnF,2,Trollhättan Norra,
3890,,Trollhättan,0.34,personval,Robert Söderberg,11,ThnF,2,Trollhättan Norra,
28045,,Trollhättan,0.34,personval,Robert Trei,11,ThnF,2,Trollhättan Norra,
3901,,Trollhättan,0.34,personval,Ronny Holthe,11,ThnF,2,Trollhättan Norra,
2913,,Trollhättan,0.17,personval,Anita Stridvall,18,ThnF,1,Trollhättan Norra,
4043,,Trollhättan,0.17,personval,Gunilla Norman,18,ThnF,1,Trollhättan Norra,
4015,,Trollhättan,0.17,personval,Kristina Nadelius,18,ThnF,1,Trollhättan Norra,
4042,,Trollhättan,0.17,personval,Lajos Rofusz,18,ThnF,1,Trollhättan Norra,
4045,,Trollhättan,0.17,personval,Marjo Syri,18,ThnF,1,Trollhättan Norra,
2916,,Trollhättan,0.17,personval,Roger Gutke,18,ThnF,1,Trollhättan Norra,
4047,,Trollhättan,0.17,personval,Susanne Möllengård,18,ThnF,1,Trollhättan Norra,
243432,,Trollhättan,11.05,personval,Peter Eriksson,1,M,335,Trollhättan Södra,
256151,,Trollhättan,3.56,personval,Aaliyah Faduma Hassan,2,M,108,Trollhättan Södra,
243429,,Trollhättan,1.85,personval,Cecilia Gustafsson,3,M,56,Trollhättan Södra,
243436,,Trollhättan,1.02,personval,Jennie Bergius Eriksson,4,M,31,Trollhättan Södra,
256141,,Trollhättan,0.96,personval,Remigiusz Bielinski,5,M,29,Trollhättan Södra,
256150,,Trollhättan,0.89,personval,William Arkemar,6,M,27,Trollhättan Södra,
254210,,Trollhättan,0.86,personval,Annicka Johansson,7,M,26,Trollhättan Södra,
254200,,Trollhättan,0.76,personval,Angelica Lundgren Bielinski,8,M,23,Trollhättan Södra,
256145,,Trollhättan,0.76,personval,Carolina Cederlund,8,M,23,Trollhättan Södra,
256146,,Trollhättan,0.66,personval,Marie-Louise Coon,10,M,20,Trollhättan Södra,
256143,,Trollhättan,0.56,personval,Sari Samuelsson,11,M,17,Trollhättan Södra,
256144,,Trollhättan,0.56,personval,Ulf Rörstad,11,M,17,Trollhättan Södra,
256155,,Trollhättan,0.53,personval,Mousa Younis,13,M,16,Trollhättan Södra,
256154,,Trollhättan,0.49,personval,Anna Rudebou Svedung,14,M,15,Trollhättan Södra,
256159,,Trollhättan,0.4,personval,Erik Wallin,15,M,12,Trollhättan Södra,
256161,,Trollhättan,0.26,personval,Caroline Åberg,16,M,8,Trollhättan Södra,
256164,,Trollhättan,0.26,personval,Melissa Teperi,16,M,8,Trollhättan Södra,
256162,,Trollhättan,0.23,personval,Daniel Söderström,18,M,7,Trollhättan Södra,
254235,,Trollhättan,0.23,personval,Jörgen Nylén,18,M,7,Trollhättan Södra,
256152,,Trollhättan,0.23,personval,Pia Fogelberg,18,M,7,Trollhättan Södra,
256156,,Trollhättan,0.16,personval,Ann Eriksson Nordqvist,21,M,5,Trollhättan Södra,
256183,,Trollhättan,0.16,personval,Johan Engman,21,M,5,Trollhättan Södra,
256148,,Trollhättan,0.16,personval,Michael Meijer,21,M,5,Trollhättan Södra,
256173,,Trollhättan,0.16,personval,Nettan Larsson,21,M,5,Trollhättan Södra,
256163,,Trollhättan,0.13,personval,Mattias Furskog,25,M,4,Trollhättan Södra,
256176,,Trollhättan,0.13,personval,Simon Glemring,25,M,4,Trollhättan Södra,
256158,,Trollhättan,0.1,personval,Ingrid Almén,27,M,3,Trollhättan Södra,
256153,,Trollhättan,0.1,personval,Lars Muregård,27,M,3,Trollhättan Södra,
256181,,Trollhättan,0.1,personval,Martin Engman,27,M,3,Trollhättan Södra,
256178,,Trollhättan,0.1,personval,Maysoon Murad,27,M,3,Trollhättan Södra,
256171,,Trollhättan,0.07,personval,Abdul Farah,31,M,2,Trollhättan Södra,
256180,,Trollhättan,0.07,personval,Carl-Johan Karlsson,31,M,2,Trollhättan Södra,
256166,,Trollhättan,0.07,personval,Kajsa Enero Riquelme,31,M,2,Trollhättan Södra,
256179,,Trollhättan,0.07,personval,Katarina Lennvinge,31,M,2,Trollhättan Södra,
256177,,Trollhättan,0.03,personval,Artur Bielinski,35,M,1,Trollhättan Södra,
256182,,Trollhättan,0.03,personval,Bengt Cederlund,35,M,1,Trollhättan Södra,
256175,,Trollhättan,0.03,personval,Björn Brovik,35,M,1,Trollhättan Södra,
256168,,Trollhättan,0.03,personval,Patric Byström,35,M,1,Trollhättan Södra,
256172,,Trollhättan,0.03,personval,Theodor Ahrenberg,35,M,1,Trollhättan Södra,
1876,,Trollhättan,12.2,personval,Kent Almkvist,1,C,150,Trollhättan Södra,
1866,,Trollhättan,4.39,personval,Sofia Lindholm,2,C,54,Trollhättan Södra,
1879,,Trollhättan,3.17,personval,Mats Häggner,3,C,39,Trollhättan Södra,
11640,,Trollhättan,3.09,personval,Ida Karlsson,4,C,38,Trollhättan Södra,
11660,,Trollhättan,2.68,personval,Yusuf Abdullahi,5,C,33,Trollhättan Södra,
1980,,Trollhättan,2.28,personval,Mikael Arvemark,6,C,28,Trollhättan Södra,
11657,,Trollhättan,2.03,personval,Johan Sävhage,7,C,25,Trollhättan Södra,
11649,,Trollhättan,2.03,personval,Jörgen Almkvist,7,C,25,Trollhättan Södra,
11639,,Trollhättan,1.38,personval,Niklas Edvinsson,9,C,17,Trollhättan Södra,
11646,,Trollhättan,1.06,personval,Robert Bavington,10,C,13,Trollhättan Södra,
11643,,Trollhättan,0.81,personval,Karin Grahn,11,C,10,Trollhättan Södra,
11663,,Trollhättan,0.49,personval,Johan Axelsson,12,C,6,Trollhättan Södra,
11651,,Trollhättan,0.41,personval,Ann-Marie Wennerberg,13,C,5,Trollhättan Södra,
11650,,Trollhättan,0.41,personval,Berkant Mestan,13,C,5,Trollhättan Södra,
11652,,Trollhättan,0.41,personval,Magnus Johansson,13,C,5,Trollhättan Södra,
1889,,Trollhättan,0.33,personval,Anders Dahlberg,16,C,4,Trollhättan Södra,
1966,,Trollhättan,0.33,personval,Britt-Mari Axelsson-Palmestål,16,C,4,Trollhättan Södra,
11667,,Trollhättan,0.24,personval,Anton Hägglund,18,C,3,Trollhättan Södra,
11645,,Trollhättan,0.24,personval,Pia Dahlén,18,C,3,Trollhättan Södra,
11659,,Trollhättan,0.24,personval,Sven-Arne Karlsson,18,C,3,Trollhättan Södra,
11644,,Trollhättan,0.24,personval,Sven-Olov Johansson,18,C,3,Trollhättan Södra,
11665,,Trollhättan,0.16,personval,Bengt Ohlsson,22,C,2,Trollhättan Södra,
11656,,Trollhättan,0.16,personval,Galina Obertaylo,22,C,2,Trollhättan Södra,
11664,,Trollhättan,0.16,personval,Ingegerd Kallioniemi,22,C,2,Trollhättan Södra,
11661,,Trollhättan,0.08,personval,Bengt Karlsson,25,C,1,Trollhättan Södra,
11655,,Trollhättan,0.08,personval,Christer Wennerberg,25,C,1,Trollhättan Södra,
11666,,Trollhättan,0.08,personval,Eric Johansson,25,C,1,Trollhättan Södra,
162590,,Trollhättan,0.08,personval,Gunilla Karlsson,25,C,1,Trollhättan Södra,
11647,,Trollhättan,0.08,personval,Gustav Andersson,25,C,1,Trollhättan Södra,
245499,,Trollhättan,11.72,personval,Rita Paulsson Svensson,1,L,90,Trollhättan Södra,
245509,,Trollhättan,11.2,personval,Raul Eriksson,2,L,86,Trollhättan Södra,
245501,,Trollhättan,5.47,personval,Erik Steiner,3,L,42,Trollhättan Södra,
245504,,Trollhättan,2.08,personval,Christina Johansson,4,L,16,Trollhättan Södra,
245507,,Trollhättan,1.43,personval,Julia Carmelina Johansson,5,L,11,Trollhättan Södra,
245502,,Trollhättan,1.3,personval,Noelia Johansson,6,L,10,Trollhättan Södra,
245505,,Trollhättan,1.17,personval,Marcus Larinen,7,L,9,Trollhättan Södra,
245508,,Trollhättan,1.04,personval,Anders Bodin,8,L,8,Trollhättan Södra,
245517,,Trollhättan,1.04,personval,Jean Youhanna,8,L,8,Trollhättan Södra,
245500,,Trollhättan,0.91,personval,Anders Castberger,10,L,7,Trollhättan Södra,
245511,,Trollhättan,0.91,personval,Johan Svalbacke,10,L,7,Trollhättan Södra,
245512,,Trollhättan,0.65,personval,Claes Edgren,12,L,5,Trollhättan Södra,
245506,,Trollhättan,0.52,personval,Greger Samuelsson,13,L,4,Trollhättan Södra,
245516,,Trollhättan,0.39,personval,Angelica Koskelainen,14,L,3,Trollhättan Södra,
245514,,Trollhättan,0.39,personval,Jesper Söder,14,L,3,Trollhättan Södra,
245503,,Trollhättan,0.39,personval,Ulrik Hammar,14,L,3,Trollhättan Södra,
245515,,Trollhättan,0.26,personval,Binyam Paulos,17,L,2,Trollhättan Södra,
245518,,Trollhättan,0.26,personval,Eva Castberger,17,L,2,Trollhättan Södra,
245513,,Trollhättan,0.26,personval,Monica Rodriguez,17,L,2,Trollhättan Södra,
245510,,Trollhättan,0.13,personval,Annika Johansson,20,L,1,Trollhättan Södra,
248804,,Trollhättan,18.42,personval,Bedros Cicek,1,KD,119,Trollhättan Södra,
493095,,Trollhättan,5.11,personval,Mikael Svantesson,2,KD,33,Trollhättan Södra,
493094,,Trollhättan,3.87,personval,Toni Naim,3,KD,25,Trollhättan Södra,
248807,,Trollhättan,2.63,personval,Dana Blomster,4,KD,17,Trollhättan Södra,
248796,,Trollhättan,2.48,personval,Penilla Gunther,5,KD,16,Trollhättan Södra,
493101,,Trollhättan,1.55,personval,Rode Samuelsson,6,KD,10,Trollhättan Södra,
493100,,Trollhättan,1.08,personval,Ricky Karlsson,7,KD,7,Trollhättan Södra,
493099,,Trollhättan,0.46,personval,Egil Aasgaard,8,KD,3,Trollhättan Södra,
493098,,Trollhättan,0.31,personval,Dalida Naim,9,KD,2,Trollhättan Södra,
249192,,Trollhättan,0.31,personval,Håkan Deleskog,9,KD,2,Trollhättan Södra,
249189,,Trollhättan,0.31,personval,Margaretha Jansson,9,KD,2,Trollhättan Södra,
101161,,Trollhättan,7.08,personval,Paul Åkerlund,1,S,499,Trollhättan Södra,
101162,,Trollhättan,4.33,personval,Monica Hanson,2,S,305,Trollhättan Södra,
101171,,Trollhättan,3.36,personval,Gert-Inge Andersson,3,S,237,Trollhättan Södra,
101201,,Trollhättan,2.85,personval,Mohamed Muqtaar Mohamoud,4,S,201,Trollhättan Södra,
101164,,Trollhättan,2.71,personval,Sofia Andersson,5,S,191,Trollhättan Södra,
101163,,Trollhättan,2.18,personval,Mats Wiking,6,S,154,Trollhättan Södra,
101167,,Trollhättan,2.0,personval,Mussa Selim,7,S,141,Trollhättan Södra,
101214,,Trollhättan,1.01,personval,Samira Hassan,8,S,71,Trollhättan Södra,
101183,,Trollhättan,1.01,personval,Tallat Abdel Mallak,8,S,71,Trollhättan Södra,
101181,,Trollhättan,0.91,personval,Peter Johnsson,10,S,64,Trollhättan Södra,
101177,,Trollhättan,0.67,personval,Andreas Parkås,11,S,47,Trollhättan Södra,
101178,,Trollhättan,0.57,personval,Lisa Thornadtsson,12,S,40,Trollhättan Södra,
101170,,Trollhättan,0.55,personval,Carina Lorentzon,13,S,39,Trollhättan Södra,
101169,,Trollhättan,0.55,personval,Mikael Sundström,13,S,39,Trollhättan Södra,
101190,,Trollhättan,0.45,personval,Lillewi Forsberg,15,S,32,Trollhättan Södra,
101179,,Trollhättan,0.45,personval,Robin Mashallah,15,S,32,Trollhättan Södra,
101166,,Trollhättan,0.43,personval,Ann-Christin Holgersson,17,S,30,Trollhättan Södra,
101175,,Trollhättan,0.43,personval,Jonas Nilsson,17,S,30,Trollhättan Södra,
101189,,Trollhättan,0.41,personval,Alexander Myllyharju,19,S,29,Trollhättan Södra,
101174,,Trollhättan,0.41,personval,Nina Ljungqvist,19,S,29,Trollhättan Södra,
101185,,Trollhättan,0.4,personval,Lars-Gunnar Andersson,21,S,28,Trollhättan Södra,
